ID,Slug,Industry,Company,City,Website,Full Address,Profile Facebook,Profile Twitter,Profile Linkedin,Created By,Created On,Updated By,Updated On,Owner Id,Owner,Parent Company Slug,Kundentyp,Honorar %,AGB,Branche Unternehmen,Telefonzentrale
0,17616393972420115364xRf,None,Autowelt Beer GmbH & Co. KG,Waging,www.beer.seat.de,Am Höllenbach 20 83329 Waging,,,,115364,1761639397,115364,1761639405,115364,Adrian Hardt,,,,,Handel mit Kraftwagen,86819660
0,17622483124260115364fnC,None,ABE GRUPPE GmbH,Barsbüttel,,Großer Kamp 1 c 22885 Barsbüttel,,,,115364,1762248312,115364,1762248312,115364,Adrian Hardt,,,,,"Technische, physikalische und chemische Untersuchung",
0,17622483137890115364lPS,None,Autohaus Elbgemeinden GmbH & Co. KG,Schenefeld,,Osterbrooksweg 89 22869 Schenefeld,,,,115364,1762248313,115364,1762248313,115364,Adrian Hardt,,,,,Handel mit Kraftwagen,
0,17622483153640115364pFi,None,Ben Green Europa Passage GmbH & Co. KG Ben Green,Hamburg,,Heegbarg 30 22391 Hamburg,,,,115364,1762248315,115364,1762248315,115364,Adrian Hardt,,,,,"Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.",
0,17622483160040115364kTM,None,Block House Restaurantbetriebe AG,Hamburg,www.block-gruppe.de,Lademannbogen 127 22339 Hamburg,,,,115364,1762248316,115364,1762788248,115364,Adrian Hardt,,,,,"Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.",89331718
0,17622483161560115364KwW,None,Block Marketing GmbH,Hamburg,,Lademannbogen 127 22339 Hamburg,,,,115364,1762248316,115364,1762248316,115364,Adrian Hardt,,,,,Werbung,
0,17622483187310115364hcA,None,Caritashaus St. Walburg,Plön,,Kieler Kamp 38 24306 Plön,,,,115364,1762248318,115364,1762248318,115364,Adrian Hardt,,,,,Soziale Betreuung älterer Menschen und Behinderter,
0,17622483193400115364yUI,None,Caritasverband für das Erzbistum Hamburg e.V.,Sicherstellung der Entsorgung von Abfällen etc. - ,,Ordnung,,,,115364,1762248319,115364,1762248319,115364,Adrian Hardt,,,,,Lüften nicht genutzter Räume - Sofortreinigung grober Verunreinigungen,
0,17622483194920115364aZG,None,Carrier,Hamburg,,Moorfleeter Str. 45 22113 Hamburg,,,,115364,1762248319,115364,1762248319,115364,Adrian Hardt,,,,,Instandhaltung und Reparatur von Kraftwagen,
0,17622483201210115364TQG,None,ConDigi Service GmbH,Seevetal,,Am Schützenplatz 13 21218 Seevetal,,,,115364,1762248320,115364,1762248320,115364,Adrian Hardt,,,,,Bauinstallation,
0,17622483208000115364iOP,None,CURA Seniorencentrum Bergedorf GmbH,Hamburg,,Gojenbergsweg 30 21029 Hamburg,,,,115364,1762248320,115364,1762248320,115364,Adrian Hardt,,,,,"Altenheime, Alten- und Behindertenwohnheime",
0,17622483222970115364AMP,None,Delabo.group GmbH,Düsseldorf,,Marc-Chagall-Str. 2 40477 Düsseldorf,,,,115364,1762248322,115364,1762248322,115364,Adrian Hardt,,,,,Beteiligungsgesellschaften,
0,17622483243710115364hXx,None,Dorfner Gruppe - Dorfner GmbH & Co. KG,Nürnberg,,Willstätterstr. 71 90449 Nürnberg,,,,115364,1762248324,115364,1762248324,115364,Adrian Hardt,,,,,"Reinigung von Gebäuden, Straßen und Verkehrsmitteln",
0,17622483292160115364gfd,None,Firian GmbH,Kirchheim,www.fire-holding.de,Klausnerring 16 85551 Kirchheim,,,,115364,1762248329,115364,1763547895,115364,Adrian Hardt,,,,,Sonstige spezialisierte Bautätigkeiten,
0,17622483344050115364QNE,None,Haus Borgfelde Caritas,Hamburg,,Borgfelder Str. 76 20537 Hamburg,,,,115364,1762248334,115364,1762248334,115364,Adrian Hardt,,,,,Pflegeheime,
0,17622483357440115364Dts,None,Heldt GmbH Inneneinrichtungen,Hamburg,,Alsterdorfer Str. 2 a 22299 Hamburg,,,,115364,1762248335,115364,1762248335,115364,Adrian Hardt,,,,,Herstellung von Möbeln,
0,17622483371210115364KSp,None,Hood House,Hamburg,,Poßmoorweg 6 22301 Hamburg,,,,115364,1762248337,115364,1762248337,115364,Adrian Hardt,,,,,"Hotels, Gasthöfe und Pensionen",
0,17622483390000115364OQZ,None,HSEQ Experts GmbH,Emden,,Zum Nordkai 16 26725 Emden,,,,115364,1762248339,115364,1762248339,115364,Adrian Hardt,,,,,Architektur- und Ingenieurbüros,
0,17622483442630115364odz,None,LipoClinic Dr. Heck,Hamburg,,Alte Rabenstr. 10 20148 Hamburg,,,,115364,1762248344,115364,1762248344,115364,Adrian Hardt,,,,,Arzt- und Zahnarztpraxen,
0,17622483456830115364vOu,None,Lüdemann & Zankel AG,Kaltenkirchen,,Porschering 14 24568 Kaltenkirchen,,,,115364,1762248345,115364,1762248345,115364,Adrian Hardt,,,,,Handel mit Kraftwagen,
0,17622483464590115364VTN,None,Marion & Falkner Lohmann GbR,Hamburg,,Von-Hein-Str. 19 22041 Hamburg,,,,115364,1762248346,115364,1762248346,115364,Adrian Hardt,,,,,"Vermittlung und Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",
0,17622483479860115364Tpr,None,MW Malteser Werke gemeinnützige GmbH,Köln,,Erna-Scheffler-Str. 2 51103 Köln,,,,115364,1762248347,115364,1762248347,115364,Adrian Hardt,,,,,Gesundheitswesen a. n. g.,
0,17622483497590115364FCB,None,Premier Inn Hamburg City Hammerbrook,Hamburg,,Hammerbrookstr. 37 20097 Hamburg,,,,115364,1762248349,115364,1762248349,115364,Adrian Hardt,,,,,"Hotels, Gasthöfe und Pensionen",
0,17622483510250115364tUb,None,Remava Facility Solutions GmbH,Hamburg,,Bergedorfer Str. 100a 21029 Hamburg,,,,115364,1762248351,115364,1762248351,115364,Adrian Hardt,,,,,Hausmeisterdienste,
0,17622483544120115364dAN,None,Speedy Auto-Service GmbH,Hamburg,,Mexikoring 35 22297 Hamburg,,,,115364,1762248354,115364,1762248354,115364,Adrian Hardt,,,,,Instandhaltung und Reparatur von Kraftwagen,
0,17622483560780115364eYR,None,STF Gruppe GmbH,Dülmen,,Wierlings Esch 14 48249 Dülmen,,,,115364,1762248356,115364,1762248356,115364,Adrian Hardt,,,,,Architektur- und Ingenieurbüros,
0,17622483592720115364TDQ,None,"Test-fuchs, Ing. Fritz Fuchs GmbH",Erding,,Albert-Einstein-Str. 3 85435 Erding,,,,115364,1762248359,115364,1762248359,115364,Adrian Hardt,,,,,"Reparatur von Metallerzeugnissen, Maschinen und Ausrüstungen",
0,17622483599110115364cph,None,The George Hotel,Hamburg,,Barcastr. 3 22087 Hamburg,,,,115364,1762248359,115364,1762248359,115364,Adrian Hardt,,,,,"Hotels, Gasthöfe und Pensionen",
0,17622483624470115364BIR,None,WTG Gruppe Zentrale,Berlin,,Max-Dohrn-Str. 8-10 10589 Berlin,,,,115364,1762248362,115364,1762248362,115364,Adrian Hardt,,,,,Erbringung von Dienstleistungen der Informationstechnologie,
0,17622483632200115364SGP,None,Zander & Mielke GmbH & Co. KG,Hamburg,,Fangdieckstr. 66 22547 Hamburg,,,,115364,1762248363,115364,1762248363,115364,Adrian Hardt,,,,,Großhandel (ohne Handel mit Kraftfahrzeugen),
0,17635478881560115364iHT,None,Elektroanlagen Meditz GmbH,Germering,www.meditz.net,,,,,115364,1763547888,115364,1763547902,115364,Adrian Hardt,,,,,,
0,17635478887080115364QHq,None,Mestec GmbH,München,www.mestec.de,,,,,115364,1763547888,115364,1763547901,115364,Adrian Hardt,,,,,,
0,17635478894810115364RSb,None,com.patible Borrmann&Sperlich GbR,Feldkirchen,www.com.patible.de,,,,,115364,1763547889,115364,1763547902,115364,Adrian Hardt,,,,,,
0,17635478906790115364YJn,None,Weidinger GmbH,Gernlinden,www.weidinger.eu,,,,,115364,1763547890,115364,1763547901,115364,Adrian Hardt,,,,,,
0,17635478921810115364LCq,None,Arbeitsbühnen MingaLift GmbH,München,www.mingalift.de,,,,,115364,1763547892,115364,1763547901,115364,Adrian Hardt,,,,,,
0,17635478942050115364RfH,None,Equinix (Germany) GmbH,Frankfurt am Main,www.equinix.de,,,,,115364,1763547894,115364,1763547899,115364,Adrian Hardt,,,,,,
0,17635478945060115364dTZ,None,Elektro Haneder & Schraufstetter GmbH,München,www.elektro-hs.de,,,,,115364,1763547894,115364,1763547901,115364,Adrian Hardt,,,,,,
0,17635478948200115364kCW,None,EGs European Grid Solutions GmbH,Frankfurt am Main,www.european-grid-solutions.de,,,,,115364,1763547894,115364,1763547894,115364,Adrian Hardt,,,,,,
0,17635478951840115364ZCx,None,ITES GmbH,Geiersthal,www.ites.gmbh,,,,,115364,1763547895,115364,1763547901,115364,Adrian Hardt,,,,,,
0,17635478965700115364KvH,None,Prüfinstitut Riedle + Bertsch GbR,Langenbrettach,www.bertsch-pruefinstitut.de,,,,,115364,1763547896,115364,1763547899,115364,Adrian Hardt,,,,,,
0,17635478966960115364eiU,None,FAGSI · Niederlassung Süd,Bergkirchen,www.fagsi.com,,,,,115364,1763547896,115364,1763547900,115364,Adrian Hardt,,,,,,
1,17594748327800115364aGn,Business Supplies and Equipment,Dunder Mifflin,San Francisco,recruitcrm.io,705 Parnassus Ave San Francisco,,,,0,1759474832,115364,1759474832,115364,Adrian Hardt,,,,,,
2,17599258137760116635puN,None,Miry 24 Logistik GmbH,Hamburg-Reinbek,www.miry24logistik.de,"Borsigstr. 3, 21465 Reinbek",,,,116635,1759925813,116635,1760555415,116635,Milad Hamdard,,,,,,
3,17599258138900116635khW,None,Verlag dasHöfer GmbH,Hamburg,www.dashoefer.de,"Barmbeker Str. 4a, 22303 Hamburg",,,,116635,1759925813,116635,1760708155,116635,Milad Hamdard,,,,,,
4,17599258140120116635FXw,None,AVACOMM Systems GmbH,Holzkirchen,avacomm.com,"Rudolf-Diesel-Ring 27, 83607 Holzkirchen",,,,116635,1759925814,115364,1760209966,116635,Milad Hamdard,,,,,,
5,17599258141280116635JUE,None,Heinrich Dehn Internationale Spedition GmbH,Hamburg,www.heinrich-dehn.de,"Bredowstr. 6, 22113 Hamburg",,,,116635,1759925814,116635,1760555423,116635,Milad Hamdard,,,,,,
6,17599258142460116635tCb,None,Hanseatic Delifood GmbH,Schenefeld,www.hanseaticdelifood.de,"Osterbrooksweg 60, 22869 Schenefeld",,,,116635,1759925814,116635,1764693004,116635,Milad Hamdard,,,,,,040 52475230
7,17599258146070116635xuV,None,INFENSA - Institut für energetische Sanierung GmbH,Hamburg,infensa.de,"Mühlenkamp 45, 22303 Hamburg",,,,116635,1759925814,116635,1760120112,116635,Milad Hamdard,,,,,,
8,17599258147520116635jCZ,None,Weiss Ocean & Air Cargo (WOAC) GmbH,Hamburg,woac.de,"Elbberg 8, 22767 Hamburg",,,,116635,1759925814,115364,1760209902,116635,Milad Hamdard,,,,,,
9,17599258148650116635zOy,None,AuA24 AG,Norderstedt,www.aua24ag.de,"Südportal 3, 22848 Norderstedt",,,,116635,1759925814,116635,1760555426,116635,Milad Hamdard,,,,,,
10,17599258149770116635uen,None,TUI Cruises GmbH,Hamburg,tuicruises.com,"Heidenkampsweg 58, 20097 Hamburg",,,,116635,1759925814,116635,1760708242,116635,Milad Hamdard,,,,,,
11,17599258151250116635ptQ,None,Terrania AG,Hamburg,terrania.de,"Pelzerstr. 4, 20095 Hamburg",,,,116635,1759925815,115364,1761569790,116635,Milad Hamdard,,,,,,
12,17599258152600116635bEa,None,3B Scientific GmbH,Hamburg,3bscientific.com,"Ludwig-Erhard-Str. 20, 20459 Hamburg",,,,116635,1759925815,115364,1760505724,116635,Milad Hamdard,,,,,Einzelhandel mit sonstigen Gütern (in Verkaufsräumen),
13,17599258154310116635EaA,None,Spinner Werkzeugmaschinenfabrik GmbH,Sauerlach,spinner-wzm.de,"Rudolf-Diesel-Ring 24, 82054 Sauerlach",,,,116635,1759925815,115364,1763547889,116635,Milad Hamdard,,,,,Herstellung von Werkzeugmaschinen,
14,17599258155510116635Smt,None,HTS Textilvertriebs GmbH,Hamburg,khujo.com,"Osterfeldstr. 32-34, 22529 Hamburg",,,,116635,1759925815,115364,1760675039,116635,Milad Hamdard,,,,,Herstellung von Bekleidung (ohne Pelzbekleidung),
15,17599258156630116635psj,None,B&L Gruppe B&L Management Services GmbH,Hamburg,www.bl-gruppe.de,"Große Elbstr. 47, 22767 Hamburg",,,,116635,1759925815,116635,1760555416,116635,Milad Hamdard,,,,,Erschließung von Grundstücken; Bauträger,
16,17599258157810116635cis,None,akquinet GmbH,Hamburg,akquinet.com,"Werner Otto Str. 6, 22179 Hamburg",,,,116635,1759925815,115364,1760209931,116635,Milad Hamdard,,,,,,
17,17599258159230116635zDW,None,Tchibo GmbH,Hamburg,www.tchibo.de,"Überseering 18, 22297 Hamburg",,,,116635,1759925815,116635,1760708284,116635,Milad Hamdard,,,,,,
18,17599258160460116635pBX,None,QPLIX GmbH,München,qplix.com,"Nußbaumstr. 12, 80336 München",,,,116635,1759925816,115364,1760209994,116635,Milad Hamdard,,,,,,
19,17599258161600116635NDZ,None,finn GmbH,München - Au-Haidhausen - Bogenhausen,finn.de,"Prinzregentenpl. 9, 81675 München - Au-Haidhausen - Bogenhausen",,,,116635,1759925816,115364,1760209910,116635,Milad Hamdard,,,,,,
20,17599258162790116635zDY,,Octopus Energy Germany GmbH,München,www.octopusenergy.de,"August-Everding-Str. 25, 81671 München",,,,116635,1759925816,116635,1762945152,116635,Milad Hamdard,,,,,Elektrizitätsversorgung,
21,17599258164290116635Rkx,None,Keller & Kalmbach GmbH,Unterschleißheim,keller-kalmbach.com,"Siemensstr. 19, 85716 Unterschleißheim",,,,116635,1759925816,115364,1760209989,116635,Milad Hamdard,,,,,,
22,17599258165490116635Uxg,None,ADVITOS GmbH,München,advitos.com,"Agnes-Pockels-Bogen 1, 80992 München",,,,116635,1759925816,115364,1763118234,116635,Milad Hamdard,,,,,,
23,17599258166640116635gef,None,Hamburg Team Property Management GmbH,Hamburg,hamburgteam.com,"Millerntorplatz 1, 20359 Hamburg",,,,116635,1759925816,116635,1760120144,116635,Milad Hamdard,,,,,,
24,17599258167740116635Efv,None,EUROFACTOR AG,Oberbiberg,eurofactor.de,"Bajuwarenring 3, 82041 Oberbiberg",,,,116635,1759925816,115364,1760210006,116635,Milad Hamdard,,,,,,
25,17599258168820116635zdu,None,DACHSER,KEMPTEN,dachser.de,"THOMAS-DACHSER-STR. 2, 87439 KEMPTEN",,,,116635,1759925816,116635,1760120106,116635,Milad Hamdard,,,,,,
26,17599258170010116635RUa,,MTU Aero Engines AG,München,mtu.de,"Dachauer Str. 665, 80995 München",,,,116635,1759925817,115364,1760675900,116635,Milad Hamdard,,,,,Luft- und Raumfahrzeugbau,
27,17599258171140116635Aby,None,RTC Fonds Advisor GmbH,Hamburg,,"Burchardstr. 24, 20095 Hamburg",,,,116635,1759925817,115364,1760209911,116635,Milad Hamdard,,,,,,
28,17599258172270116635hUF,None,Schiffl It Service GmbH,Hamburg,schiffl.de,"Leverkusenstr. 54, 22761 Hamburg",,,,116635,1759925817,115364,1760209896,116635,Milad Hamdard,,,,,,
29,17599258173360116635vfc,None,Kindertageseinrichtungen Ottobrunn GmbH,München,www.kita-ottobrunn.de,"Rathausplatz 2, 85521 München",,,,116635,1759925817,116635,1760120637,116635,Milad Hamdard,,,,,,
30,17599258174490116635iOv,,VAVENTUS AG Kälte Klima Lüftung,Oberhaching,vaventus.de,"Grünwalderweg 32, 82041 Oberhaching",,,,116635,1759925817,115364,1760677420,116635,Milad Hamdard,,,,,Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen,
31,17599258175600116635FcT,None,Reviderm AG,Sauerlach,www.reviderm.com,"Robert-Bosch-Str. 7, 82054 Sauerlach",,,,116635,1759925817,116635,1762179407,116635,Milad Hamdard,,,,,,
32,17599258176720116635LwH,None,Nayoki Interaktive Advertising GmbH,München,nayoki.com,"Birkenleiten 41, 81543 München",,,,116635,1759925817,116635,1760120097,116635,Milad Hamdard,,,,,,
33,17599258177910116635NsE,None,Kaut-bullinger GmbH & Co. KG,Taufkirchen,kautbullinger.de,"Karwendelstr. 2, 82024 Taufkirchen",,,,116635,1759925817,115364,1760209919,116635,Milad Hamdard,,,,,,
34,17599258179150116635YXV,None,Truma Gerätetechnik GmbH & Co. KG,Putzbrunn,truma.com,"Wernher-von-Braun-Straße 12, 85640 Putzbrunn",,,,116635,1759925817,115364,1760677345,116635,Milad Hamdard,,,,,Herstellung von Teilen und Zubehör für Kraftwagen,
35,17599258180310116635vPe,None,PROBAT Bau AG,Feldkirchen,probat.ag,"Weißenfelder Str. 1, 85622 Feldkirchen",,,,116635,1759925818,115364,1760676436,116635,Milad Hamdard,,,,,Baugewerbe,
36,17599258181520116635xcr,None,Arvantis Group,München - Altstadt-Lehel - Maxvorstadt,arvantis.group,"Karlstraße 12, 80333 München - Altstadt-Lehel - Maxvorstadt",,,,116635,1759925818,115364,1760209994,116635,Milad Hamdard,,,,,,
37,17599258182670116635nED,None,Bergzeit GmbH,Otterfing,bergzeit.de,"Georg Kaindl Str. 1, 83624 Otterfing",,,,116635,1759925818,116635,1760120313,116635,Milad Hamdard,,,,,,
38,17599258183800116635usB,None,Cancom SE / Cancom GmbH,München,cancom.de,"Erika-Mann-Str. 69, 80636 München",,,,116635,1759925818,115364,1760209953,116635,Milad Hamdard,,,,,,
39,17599258185270116635HWX,None,Arx Robotics,München,www.arx-robotics.com,"Möslstr. 19B, 85445 München",,,,116635,1759925818,115364,1760505000,116635,Milad Hamdard,,,,,Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige,
40,17599258186460116635lZy,Brandschutz,Sincirus Personal,München muccity                 Maxvorstadt Altsta,sincirus.com,"nan, nan München muccity                 Maxvorstadt Altstadt Schwanthalhöhe Haidhausen Friedenheim",,,,116635,1759925818,116635,1763448322,116635,Milad Hamdard,,Stammkunde 💸,,,,
41,17599258187590116635rXS,,F. X. MEILLER Fahrzeug- und Maschinenfabrik - GmbH & Co KG,München,meiller.com,"Ambossstr. 4, 80997 München",,,,116635,1759925818,115364,1760674325,116635,Milad Hamdard,,,,,"Herstellung von Karosserien, Aufbauten und Anhängern",
42,17599258188740116635NXa,None,Bauer Media Group - Heinrich Bauer Verlag KG,Hamburg,www.bauerredaktionen.de,"Burchardstr. 11, 20077 Hamburg",,,,116635,1759925818,116635,1760555424,116635,Milad Hamdard,,,,,,
43,17599258189830116635ROW,None,erloschen - HBS Bolzenschweiß-Systeme GmbH & Co. KG,Dachau,hbs-info.de,"Felix-Wankel-Str. 18, 85221 Dachau",,,,116635,1759925818,116635,1760120456,116635,Milad Hamdard,,,,,,
44,17599258191030116635NXH,None,BKL Baukran Logistik GmbH,Forstinning,www.bkl.de,"Römerstr. 22, 85661 Forstinning",,,,116635,1759925819,116635,1763449473,116635,Milad Hamdard,,,,,"Großhandel mit sonstigen Maschinen, Ausrüstungen und Zubehör",
